Nr.|Symbol|Status|Projekt|GeoJson|Hintergrund|Maßnahme|Stand/Projektphase|Zuständigkeit|Bemerkungen
8|Fahrrad fertig|done|'Mehringdamm
von Fidicinstraße bis
Bergmannstraße'||Der Radweg befand sich in einem desolaten Zustand und war zu schmal|'Schaffung eines Radstreifens bzw. Sanierung und
Verbreiterung des Radwegs'|fertiggestellt|SenUMVK/SGA|
9|Fahrrad in Bau|in_progress|'Mehringdamm
von Bergmannstraße bis
Blücherstraße (Ostseite)'||Der Radweg befindet sich in einem desolaten Zustand und ist zu schmal|Verbreiterung und Sanierung des Radwegs|Bauausführung|SenUMVK/SGA|'* Radwegverbeiterung auf 2,30 m zwischen Bergmannstraße bis Gneisenaustraße
* Umsetzung Frühjahr 2022
* Umbau Mehringdamm zwischen Gneisenaustraße und
Blücherstraße aktuell nicht in Planung'
10|Fahrrad in Bau fertig|in_progress|Bergmannstraße zwischen Mehringdamm und Friesenstraße und der gesamte Bergmannkiez||'Modellprojekt im Rahmen der Fußverkehrsstrategie, Erhöhung der
Aufenthaltsqualität'|Schaffung einer Begegnungszone, Umsetzung einer flächendeckenden Verkehrsberuhigung|Bauausführung|SenUMVK/SGA|siehe: www.berlin.de/bergmannkiez/modellprojekt/
10a|Sonstiges||'Sperrung der Achse Zossener
Straße / Friesenstraße'||Zu hohes Kfz-Durchgangsverkehrsaufkommen|'Verhinderung des Kfz-Durchgangsverkehrs auf der Achse
Zossener Straße / Friesenstraße'|in Prüfung|SGA|Prüfgutachten wird erstellt
10b|||Sperrung der Katzbachstraße||Zu hohes Kfz-Durchgangsverkehrsaufkommen|'Verhinderung des Kfz-Durchgangsverkehrs auf der Achse
Katzbachstraße'|in Prüfung|SGA|Prüfgutachten wird erstellt
11|Fahrrad fertig||'Kanaluferstraßen (Hallesches
Ufer)'||'Bisher gab es keine Radverkehrsanlagen auf dem genannten
Abschnitt'|'Schaffung eines Radstreifens, mögliche Kombination mit
Busspur'|fertiggestellt|SenUMVK/SGA|
12|Fahrrad fertig||'Kanaluferstraßen
(Schöneberger Ufer)'||'Bisher gab es keine Radverkehrsanlagen auf dem genannten
Abschnitt'|'Schaffung eines Radstreifens, Aufhebung des
Parkstreifens bzw. Verbreiterung der Fahrbahn'|fertiggestellt|SenUMVK/SGA|
13|Fahrrad fertig||'Kanaluferstraßen
(Tempelhofer Ufer)'||'Bisher gab es keine Radverkehrsanlagen auf dem genannten
Abschnitt'|'Schaffung eines Radstreifens, Aufhebung des
Parkstreifens bzw. Verbreiterung der Fahrbahn'|fertiggestellt|SenUMVK/SGA|
14|Fahrrad fertig||'Kanaluferstraßen (Waterloo
Ufer)'||'Bisher gibt es keine Radverkehrsanlagen auf dem genannten
Abschnitt'|Schaffung von Radstreifen|fehlende Finanzierung|SenUMVK/SGA|geplante Fertigstellung: Sommer 2022
15|||Wiener Straße||'zugeparkte und unübersichtliche Führung des Radwegs über den
Gehweg auf der Südseite'|Errichtung von geschützten Radstreifen|Idee / Vision|SenUMVK/SGA|'Aktuell verläuft der Radweg auf der Südseite über den Gehweg. Der Radweg wird dabei teilweise von Kfz überparkt und ist an einigen Stellen unübersichtlich geführt. Anstelle des aktuellen Radweges ist zu Prüfen ob eine alternative Führungsform
besser geeignet ist.'
16|Fahrrad fertig||Mariannenstraße zw. Kottbusser Brücke und Reichenberger Straße||Der Abschnitt gehört zum übergeordneten Radroutennetz. Er war gepflastert und für Radfahrende unkomfortabel|Asphaltierung der Fahrbahn|fertiggestellt|SGA|
17|||Blücherstraße – Urbanstraße||Die Radwege befinden sich in einem desolaten Zustand und sind zu schmal|Schaffung eines Bussonderfahrstreifens mit Radverkehr frei|Prüfung der Machbarkeit|SenUMVK/SGA|'Die Planung ist mit der BVG abzustimmen. Die Gehwege sind zu schmal für einen Radwegeausbau. Daher scheint die Führung des Radverkehrs auf der Fahrbahn sinnvoller, bedeutet ein Fahrstreifen weniger pro Richtung für den Kfz-Verkehr, Abstimmung mit SenUMVK / BVG erforderlich.
Letzter Abstimmungsstand zwischen SenUMVK/BVG/Bezirk sieht die Einrichtung eines Bussonderfahrstreifens mit Radverkehr frei vor.'
18|Fahrrad fertig||'Prinzenstraße vom
Moritzplatz bis Ritterstraße'||Die Radwege befinden sich in einem desolaten Zustand und sind zu schmal|Errichtung von geschützten Radstreifen|in Planung|SenUMVK/SGA|'Die Umsetzung kann erst nach Fertigstellung der
Hochbaumaßnahme erfolgen. Geplante Fertigstellung: Herbst
2022'
19|Fahrrad ijn Planung||Prinzenstraße von Ritterstraße bis Gitschiner Straße||Die Radwege befinden sich in einem desolaten Zustand und sind zu schmal|'Einrichten von Radstreifen, Parken auf dem ehemaligen
Radwegen'|Idee / Vision|SenUMVK/SGA|Es ist zu prüfen, ob das Parken zwischen den Bäumen technisch möglich ist.
20|Fahrrad Vision||Stresemannstraße||Die Radwege befinden sich in einem desolaten Zustand und sind zu schmal|Komplettumbau , Schaffung von Radstreifen|Idee / Vision|SenUMVK/SGA|'Die BVG plant den Bau von Straßenbahngleisen auf dem
Abschnitt.'
21|||Hallesches Tor/Blücherplatz||Zwischen Mehringplatz und Blücherplatz herrscht reger Radverkehr. Zur sicheren Querung sollte eine Verbindung geschaffen werden.|Schaffung einer Verbindung zwischen Mehringplatz und Blücherplatz, Einrichtung eines Radstreifens auf der Hallesche Tor-Brücke|Idee / Vision|SenUMVK/SGA|
22|Fahrrad fertig||Möckernstraße zwischen Möckernbrücke bis Yorckstraße (Westseite)||Auf der westlichen Seite der Möckernstraße ist keine Radverkehrsanlage vorhanden. Aufgrund des hohen Verkehrsaufkommens sind Radfahrende besonders zu schützen.|'Schaffung eines Radstreifens und Aufhebung des
Parkstreifens am rechten Fahrbahnrand'|fertiggestellt|SenUMVK/SGA|
23|||Bergmannstraße, Teilstück am Marheinekeplatz||Der Radweg in Gegenrichtung befindet sich in einem schlechten Zustand und ist zu schmal, Teil des übergeordneten Radroutennetzes|Verlegung und Asphaltierung des vorhandenen Radweges und Asphaltierung der geplanten Bergmannstraße|Prüfung der Machbarkeit|SGA|Für die Maßnahme ist mit dem geplanten Umbau der LSA Bergmannstraße / Zossener Straße - Friesenstraße zu betrachten.
24|Fahrrad Vision||Reichenberger Straße östlich von Kottbusser Tor||Die Reichenberger Straße östlich des Kottbusser Tor ist durchgängig gepflastert und nicht zum Rad fahren geeignet.|Asphaltierung des Radstreifens|Idee / Vision|SenUMVK/SGA|Die Entscheidung, ob eine vollständige Asphaltierung der Fahrbahn oder lediglich das Asphaltieren von Radfahrstreifen erfolgen soll ist anhängig von der Finanzierung
25|Fahrrad fertig||Körtestraße und Fichtestraße||Beide Straßen gehörten zum übergeordneten Radroutennetz. Entsprechend hoch ist der Anteil der Radfahrenden. In beiden Straßen soll eine Fahrradstraße angeordnet werden.|Einrichtung einer Fahrradstraße|fertiggestellt|SGA|Vorerst ist nicht geplant, die Fichtestraße in eine Fahrradstraße umzugestalten
26|||Glogauer Straße||Die Glogauer Straße ist als Zubringer zum Görlitzer Park und Durchfahrt zur Oberbaumbrücke eine stark befahrene Radstrecke. Die Straße soll daher als Fahrradstraße umgewidmet werden.|Einrichtung einer Fahrradstraße|Idee / Vision|SGA|
27|Fahrrad fertig||Stralauer Allee, von Ehrenbergstraße bis Elsenbrücke Südseite||Auf der südlichen Seite der Stralauer Allee werden Radfahrende mit zu Fußgehende gemeinsam auf dem Gehweg geführt|Anlage eines Radstreifens auf der Südseite|Ausschreibung / Vergabe|SenUMVK/SGA|Umsetzung soll 2022 erfolgen.
28|Fahrad geplant||Stralauer Allee, von Ehrenbergstraße bis Elsenbrücke Nordseite||Der Radweg befindet sich in einem desolaten Zustand und ist zu schmal|Sanierung des Radweges auf der Nordseite|Idee / Vision|SenUMVK/SGA|
29|Fahrrad in Planung||Friedrichsberger Straße zwischen Palisadenstraße und Friedenstraße||Auf der Friedrichsberger Straße wird der Radverkehr im Abschnitt zwischen Palisadenstraße und Friedenstraße aktuell im Mischverkehr geführt. Hier ist zu prüfen ob Radfahrstreifen auf der Fahrbahn markiert werden können.|Einrichtung von Radstreifen|Idee / Vision|SenUMVK/SGA|
30|||Weidenweg, Holteistraße, Weichselstraße, Kopernikusstraße, Wühlischstraße und Boxhagener Straße zwischen Warschauer Straße und Wismar Platz||Auf den genannten Straßen verläuft die Straßenbahntrasse, für die Einrichtung von Radstreifen ist die Straße zu schmal, Eine Verbesserung der Radführung z. B. Durch Fahrradpiktogramme zwischen den Schienen ist zu prüfen.|'Anordnung von Piktogrammen zwischen den
Straßenschienen'|verworfen / abgebrochen|SenUMVK/SGA|die rechtlichen Zulässigkeit ist nicht gegeben, daher Projekt verworfen
31|Fahrrad in Planung (?)||Boxhagener Straße||Die Boxhagener Straße bildet für den Radverkehr eine wichtige Verbindung zwischen Frankfurter Tor und Bahnhof Ostkreuz. Aktuell befinden sich auf diesem Abschnitt keine Radverkehrsanlage|'Anlage von Radstreifen, Aufhebung der Parkstreifen für
Kfz erforderlich'|Konzept / Vorplanung / Studie|SenUMVK/SGA|Derzeit wird geprüft, ob kurzfristig das Parken auf dem rechten Fahrbahnrand bzw. auf den Gehwegen unterbunden werden kann. Geplante Umsetzung: offen
32|Fahrrad in Planung||Straßenzug Rüdersdorfer Straße - Wedekindstraße - Grünberger Straße||Aktuell befindet sich auf diesem Abschnitt nur teilweise eine Radverkehrsanlage. Hier ist zu prüfen ob ein Radfahrstreifen auf der Fahrbahn markiert werden kann.|'Anlage von Radstreifen, Aufhebung der Parkstreifen für
Kfz erforderlich'|in Planung|SenUMVK/SGA|Fertigstellungstermin offen
33|Fahrrad geplant||Revaler Straße West zwischen Warschauer Straße und Modersohnstraße||Die Revaler Straße befindet sich in einem desolaten Zustand. Die komplette Straße soll saniert werden. Schaffung einer Radverkehrsanlage|'Sanierung der Straße; Errichtung eines geschützten
Radfahrstreifens'|in Planung|SGA|Fertigstellungstermin offen
34|Fahrrad in Bau||Strausberger Platz||Radstreifen in der Lichtenberger Straße enden vor dem Strausberger Platz, schlechte Führung und ungünstige Signalisierung des Radverkehrs|Änderung der Radverkehrsführung und Signalsteuerung|in Planung|SenUMVK|Zuständig für die Umsetzung ist SenUMVK/Alliander
35|||'Am Postbahnhof, Helen-Ernst
Straße, nördlicher Rudolfkiez'||'Aktuell gibt es keine Alternative zur stark befahrenen Mühlenstraße
/ Stralauer Allee. Deswegen besteht die Idee, nördlich der Verkehrsachse eine Alternativroute für Radfahrende entstehen zu lassen.'|Schaffung einer Alternativstrecke zur Stralauer Allee|Idee / Vision|SenUMVK/SGA|Teilstücke des Streckenabschnitts befinden sich auf privatem Grund. Klärung der Grundstücksverhältnisse erforderlich. Das SGA hat im Rahmen eines Interessenbekundungsverfahrens Interesse für diese Flächen zur Verlängerung der Radverkehrsführung angemeldet.
36|Fahrrad fertig||Frankfurter Allee zwischen Niederbarnimstraße und S- Bhf. Frankfurter Allee||'Beengte Verhältnisse auf dem Gehweg mit Radweg. Es kommt zu
Konflikten mit Radfahrende und Zu Fußgehende'|Errichtung von geschützten Radstreifen|fertiggestellt|SenUMVK/SGA|Die Radverkehrsanlage ist größtenteils fertiggestellt und freigegeben. Letzter Bauabschnitt von Weichselstraße bis Jessnerstraße kann erst nach Beendigung der Arbeiten durch die BWB fertiggestellt werden. Baubeginn hier ist voraussichtlich Sommer 2022.
37|Fahrrad in Bau||Modersohnstraße, Gärtnerstraße und Mainzer Straße||Die Modersohnstraße, Gärtnerstraße und Mainzer Straße bilden eine wichtige Fahrradroute durch den Boxhagener Kiez. Zur Verbesserung der Sicherheit soll auf diesem Abschnitt eine Fahrradstraßen angeordnet werden. Die gepflasterte Gärtnerstraße soll in diesem Zuge asphaltiert werden.|'Asphaltierung der Gärtnerstraße, Einrichtung einer
Fahrradstraße'|in Planung|SGA|Die Asphaltierung der Gärtnerstraße (bezirkliche I-Maßnahme) kann ab 2021/2022 erfolgen, wenn die Baumaßnahme der Berliner Wasserbetriebe (ab 2021) abgeschlossen ist. Straßenbauplanung wird durch SGA durchgeführt. Geplanter Baubeginn: Sommer 2022
38|||Corinthstraße||Die Corinthstraße stellt eine wichtige Radverbindung zwischen dem Boxhagener Kiez und der Stralauer Allee dar. Wegen dieser Verbindungsfunktion soll hier eine Fahrradstraße angeordnet werden.|Einrichtung einer Fahrradstraße|Idee / Vision|SGA|
39|Sonstiges geplant||'Sonntagstraße, Neue
Bahnhofstraße'||Straßenbahnplanung der BVG, Schlechter Zustand der Fahrbahn|Straßenbahngleise + weitere Maßnahmen|unklar|SenUMVK / BVG|Die BVG plant den Bau von Straßenbahngleisen auf dem Abschnitt. Es sind Lösungen für den Radverkehr und den Ruhenden Verkehr zu finden.
40|Fahrrad fertig||Rigaer Straße, Weidenweg, Palisadenstraße und Bersarinplatz||Als Alternativroute zur stark befahrenen Frankfurter Allee / Karl- Marx-Allee und zur Erschließung der dortigen Wohngebiete sollte hier eine Fahrradstraße angeordnet werden.|Einrichtung einer Fahrradstraße|fertiggestellt|SGA|
41|Fahrad geplant||Petersburger Straße zwischen Bersarinplatz und Landsberger Allee||Die gesamte Straße befindet sich in einem desolaten Zustand|Komplettumbau des Straßenquerschnitts|in Planung|SenUMVK|'Derzeit ist ein Popup-Radweg eingerichtet. Die endgültige
Umsetzung erfolgt durch SenUMVK. Geplanter Baubeginn in
2022'
42|Fahrrad geplant||Kreuzung Karl-Marx-Allee / Straße der Pariser Kommune||'Keine Radmarkierung in den Zufahrten der Straße der Pariser
Kommune'|Markierung von Radstreifen in den der Zufahrten|in Planung|SenUMVK|Zuständig für die Planung ist SenUMVK/Alliander
43|Fahrrad geplant||Karl-Marx-Allee zwischen Straußberger Platz und Straße der Pariser Kommune||Die heutigen Radwege auf diesem Abschnitt sind zu schmal und genügen den aktuellen Anforderungen nicht mehr.|Sanierung und Verbreiterung der Radwege|Ausschreibung / Vergabe|SenUMVK/SGA|Geplanter Baubeginn: Sommer 2022
44|Fahrrad fertig||Karl-Marx-Allee zwischen Straße der Pariser Kommune und Kosmos||Die Radwege auf diesem Abschnitt waren zu schmal und genügten den aktuellen Anforderungen nicht mehr.|Sanierung und Verbreiterung des Radweges|fertiggestellt|SenUMVK/SGA|
45|Fahrrad fertig||'Karl-Marx-Allee zwischen
Kosmos und Frankfurter Tor'||Die Radwege auf diesem Abschnitt waren zu schmal und genügten den aktuellen Anforderungen nicht mehr.|Sanierung und Verbreiterung des Radweges|fertiggestellt|SenUMVK/SGA|
46|Fahrrad fertig||'Querung Görlitzer Park von
Glogauer Str. bis Parkmitte'||Teil des übergeordneten Radroutennetzes|Asphaltierung und Verbreiterung des Geh- und Radwegs|fertiggestellt|SGA|
47|Fahrrad fertig||Jugendverkehrsschule||Der Bezirk Friedrichshain-Kreuzberg betreibt die Jugendverkehrsschule in der Wiener Straße (Görlitzer Park). In den vergangenen Jahren hat sich der bauliche Zustand des Übungsplatzes zunehmend verschlechtert. Um auch in Zukunft eine fundierte Radfahrausbildung anbieten zu können, mussten die Infrastrukturanlagen (Fahrbahn, Gehwege, Verkehrszeichen und Markierungen) am genannten Standort erneuert werden.|'Sanierung der Wege- und Übungsflächen, Neuanlage der
Grünflächen einschließlich Versickerungsflächen'|fertiggestellt|SGA|
48|Fahrrad geplant||Ausbau der Wegweisung RR10 für den Bereich Kottbusser Tor - Dresdener Str.||'Das Stück ist Teil der Radroute 10 und gehört zum Grundstück des
NKZ'|Ausbau der Wegweisung RR10 einschl. Umbau Gehwegüberfahrt, Markierung und Grundhafter Erneuerung der Entwässerung|in Planung|SGA|'Die Verbindung zwischen Reichenberger Straße und Dresdener Straße wurde im Jahr 2018 umgewidmet und soll nun z.T. für den Radverkehr umgebaut werden.
Lichtplanung erfolgt durch Stromnetz Berlin. Umsetzung nach
Sanierungsmaßnahme Hochbau.'
49|||Hornstraße-Yorckstraße||Viele Radfahrende fahren über den Gehweg von der Kreuzung Yorckstraße / Großbeerenstraße um in den Park am Gleisdreieck zu gelangen.|Schaffung einer Radwegeverbindung mit Anbindung an die Kreuzung Yorckstraße / Großbeerenstraße|in Planung|SenUMVK/SGA|'Bauplanungsunterlage derzeit in Prüfung, derzeit noch
Fertigstellungstermin offen'
50|Fahrrad in Bau||Wegeausbau von der Kynaststraße zum Paul-und- Paula-Ufer||Der Verbindungsweg von der Kynaststraße zum Paul-und-Paula-Ufer soll asphaltiert und verbreitert werden. Ebenso wird der Uferweg weiter ausgebaut. Dieser Abschnitt ist Teil des übergeordneten Radroutennetzes.|Verbreiterung und Asphaltierung des Verbindungsweges, Ausbau des Uferwegs|in Planung|SGA|geplanter Baubeginn: Ende 2022
51|||'Gehwegvorstreckungen im
Nebennetz'||Kreuzungen sind an den Ecken größtenteils zugeparkt|Nutzung der gewonnenen Flächen für Fahrradbügel|'kontinuierliche Bearbeitung und
Umsetzung'|SGA|erfolgt sukzessiv
52|Fahrrad geplant||Zossener Straße||Auf diesem Abschnitt sollen Radfahrstreifen markiert werden. Dazu ist die Aufhebung eines Parkstreifens erforderlich. Bisher gibt es keine Radverkehrsanlagen in der Zossener Straße, ein Fahren auf der Fahrbahn ist sehr gefährlich. Um Radfahrende besser zu schützen sollen daher Radfahrstreifen eingerichtet werden.|Schaffung von Radstreifen, Aufhebung eines Parkstreifens für den Kfz erforderlich|in Planung|SenUMVK/SGA|Umsetzung 2022 geplant
53|Fahrrad geplant||Mühlenstraße zwischen Str. d. Pariser Kommune und Öberbaumbrücke||Aufgrund des hohen Fußgängeraufkommens plant der Senat auf Höhe der East Side Gallery eine Verbreiterung des Gehwegs. In diesem Zusammenhang soll ein geschützter Radfahrstreifen auf der Fahrbahn entstehen.|In dem Zusammenhang soll ein geschützter Radstreifen an der East Site Gallery entstehen|in Planung|SenUMVK/SGA|'* Grundsatzentscheidung StS SenUMVK zur Führung des geradeausfahrenden Radfahrers an LSA- Knoten steht aus.
* Entwurfsplanung muss neu erstellt werden.'
54|Fahrrad geplant||Gürtelstraße||Die vorhandenen Schutzstreifen in der Gürtelstraße sollen verbreitert werden. Sie sind derzeit zu schmal, Radfahrende können sich hier nicht sicher überholen.|Verbreiterung der vorhandenen Radstreifen|Idee / Vision|SenUMVK/SGA|
55|Fahrrad geplant||Alexandrinenstraße||'Beengte Verhältnisse auf dem Gehweg mit Radweg. Es kommt zu
Konflikten zwischen Radfahrende und zu Fuß Gehende'|Änderung der Radverkehrsführung|Idee / Vision|SGA|Es wird überlegt, den Radweg auf dem Gehweg zurückzubauen, um mehr Platz für zu Fuß Gehende zu schaffen. Eine Sanierung der Radwege sind zudem problematisch, da Wurzelschäden anzutreffen sind. Baumfällungen wären notwendig. Radfahrende sollten zukünftig die Fahrbahn benutzen
56|Fahrrad fertig||Yorckstraße zwischen Katzbachstraße und Möckernstraße (Südseite)||Der vorhandene Radweg befanden sich in einem desolaten Zustand und waren zu schmal|Asphaltierung und Verbreiterung des Radwegs auf 2,20 m|fertiggestellt|SGA|
57|Fahrrad fertig||'Fahrradparken Bereich
Schleiermacherstraße'||Die vorhandenen Fahrradabstellanlagen reichten bei weitem nicht aus. Insbesondere an Schulen und Kitas fehlen ausreichende Abstellmöglichkeiten|Schaffung von Fahrradabstellanlagen|fertiggestellt|SGA|
58|Fahrrad fertig||'Fahrradparken Bereich
Hausburgschule'||Die vorhandenen Fahrradabstellanlagen reichten bei weitem nicht aus. Insbesondere an Schulen und Kitas fehlen ausreichende Abstellmöglichkeiten|Schaffung von Fahrradabstellanlagen|fertiggestellt|SGA|
59|Fahrrad fertig||Fahrradparken Bereich Rosa- Parks-Grundschule||Die vorhandenen Fahrradabstellanlagen reichten bei weitem nicht aus. Insbesondere an Schulen und Kitas fehlen ausreichende Abstellmöglichkeiten|Schaffung von Fahrradabstellanlagen|fertiggestellt|SGA|
60|||'Sammelprojekt
Fahrradparken'||Nach Anfrage ausgewählter Schulen, Kita, Jugendeinrichtungen und sonstigen Einrichtungen sollen Kreuzberger-Bügel im öffentlichen Raum bzw. auf dem Gelände der Schulen usw. gestellt werden.|'Schaffung von Fahrradabstellanlagen in ausrechender
Anzahl vor Schulen und Kitas im Bezirk'|'kontinuierliche Bearbeitung und
Umsetzung'|SGA|erfolgt sukzessiv
61|Fahrrad fertig||Böcklerpark||'Verbesserung der Radwegeführung durch Park im
Einmündungsbereich des ehemaligen Luisenstädter Kanals'|Sanierung und Ausbau des Radweges|Ausschreibung / Vergabe|SGA|
62|Fahrrad geplant||Radbahn U1||'paper planes e.V. entwickelte die Idee einer Radbahn unter dem
Viadukt der U1'|Errichtung einer Radbahn unter der U1|in Planung|SenUMVK/SGA|'* Projekt läuft unter den Namen "Reallabor Radbahn"
* wird finanziert über den städtebaulichen Denkmalschutz
* Die Durchführung erfolgt über paper planes e.V.           * Umsetzung soll im Sommer 2022 erfolgen'
63|Fahrrad fertig||Lichtenberger Straße||Die vorhandenen Radfahrstreifen sind zu schmal und werden von parkenden Kraftfahrzeugen blockiert|Errichtung von geschützten Radstreifen|fertiggestellt|SenUMVK/SGA|
64|||Nextbike Verleihstationen||Das Unternehmen Nextbike hat mit der Senatsverwaltung 2016 einen Vertrag für ein öffentliches Fahrradverleihsystem mit festen Stationen unterzeichnet. Das Konzept sieht eine engmaschige Verteilung von Stationen an ÖPNV-Haltestellen, Sehenswürdigkeiten sowie Gebieten mit hoher Wohn- und Unternehmensdichte vor, vor allem innerhalb des S-Bahn-Rings.|Standortherrichtung von Fahrradverleihsystemen|'kontinuierliche Bearbeitung und
Umsetzung'||
65|Fahrrad geplant||Grünberger Straße Ost zwischen Warschauer Straße und Wismarplatz||Bisher gibt es keine Radverkehrsanlagen in der Grünberger Straße|Errichtung von Radverkehrsanlagen|Konzept / Vorplanung / Studie|SenUMVK/SGA|'*Untersuchung im Rahmen der Untersuchung RVA & PRB Friedrichshain
* Vermessungen liegen vor
* Verkehrsorganisatorische Maßnahmen nötig, um Anlagen unterzubringen (z.B. Einbahnstraßen)'
66|Fahrrad geplant||Ebertystraße||Bisher gibt es keine Radverkehrsanlagen in der Ebertystraße|Errichtung von Radverkehrsanlagen|in Planung|SenUMVK/SGA|'Das SGA bemüht sich um eine Herabstufung der Straße aus
dem übergeordneten Straßennetz in das Nebennetz um die zul. Höchstgeschwindigkeit von 30 km/h anordnen zu können. Fertigstellungstermin offen'
67|Fahrrad geplant||Straße der Pariser Kommune||Die vorhandenen Radverkehrsanlagen ist zu schmal und soll verbreitert werden|Ausbau der vorhandenen Radverkehrsanlagen|in Planung|SenUMVK/SGA|Fertigstellungstermin offen
68|Fahrrad geplant||Stralauer Platz||Die vorhandenen Radverkehrsanlagen ist zu schmal und soll verbreitert werden|Errichtung von geschützten Radstreifen|Konzept / Vorplanung / Studie|SenUMVK/SGA|Fertigstellungstermin offen
69|Fahrad geplant||Holzmarktstraße||Die vorhandenen Radverkehrsanlagen ist zu schmal und soll verbreitert werden|Errichtung von geschützten Radstreifen|in Planung|SenUMVK/SGA|* Umsetzung in 2022 geplant
70|Fahrrad fertig||Tamara Danz Straße||Fahrzeuge parken auf Radfahrstreifen|Errichtung von geschützten Radstreifen|fertiggestellt|SenUMVK/SGA|'* Umsetzung ist 2019 erfolgt
* Restleistung im Bereich der Hochbaumaßnahme konnte bis zum jetzigen Zeitpunkt nicht erfolgen'
